Dc(%) Dc(MBD) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
91.8 0.88542 0.00101616 3.67118 0.0107102 0.017628 0.000774168 6.6973e-05
91.9 0.886013 0.00101616 3.67118 0.010841 0.0187916 0.000784574 5.4535e-05
92 0.886593 0.00101616 3.67118 0.0108316 0.0191739 0.000775501 5.3799e-05
92.1 0.88718 0.00101616 3.67118 0.0109319 0.0190879 0.000821848 5.588e-05
92.2 0.88772 0.00101616 3.67118 0.0110157 0.0193547 0.000779147 5.3534e-05
92.3 0.888193 0.00101616 3.67118 0.0109747 0.0189122 0.000751494 6.9256e-05
92.4 0.888767 0.00101616 3.67118 0.0107959 0.0189301 0.0007518 5.4313e-05
92.5 0.889347 0.00101616 3.67118 0.0110033 0.0193253 0.000915256 5.405e-05
92.6 0.889847 0.00101616 3.67118 0.0107516 0.0189689 0.000838342 5.4962e-05
92.7 0.890467 0.00101616 3.67118 0.0107659 0.0189491 0.000816288 5.4117e-05
92.8 0.891073 0.00101616 3.67118 0.0108439 0.0208864 0.000808909 5.5628e-05
92.9 0.891567 0.00101616 3.67118 0.010842 0.0206352 0.000790334 5.4144e-05
93 0.892147 0.00101616 3.67118 0.0110257 0.0232842 0.000840822 5.6003e-05
93.1 0.892773 0.00101616 3.67118 0.0111427 0.0180164 0.000784112 5.4282e-05
93.2 0.89336 0.00101616 3.67118 0.0105659 0.0174805 0.000802277 5.4171e-05
93.3 0.893933 0.00101616 3.67118 0.0105311 0.0176407 0.000774582 5.3976e-05
93.4 0.894467 0.00101616 3.67118 0.0106609 0.0193065 0.00074511 5.4451e-05
93.5 0.89504 0.00101616 3.67118 0.0105963 0.0185363 0.000766757 5.4201e-05
93.6 0.895653 0.00101616 3.67118 0.0104623 0.0175635 0.00081569 5.443e-05
93.7 0.896267 0.00101616 3.67118 0.0106037 0.0194094 0.000768355 5.4145e-05
93.8 0.896987 0.00101616 3.67118 0.0104692 0.0184227 0.000774983 5.3952e-05
93.9 0.89774 0.00101616 3.67118 0.01049 0.018511 0.000789033 5.5074e-05
94 0.898467 0.00101616 3.67118 0.0106434 0.0209908 0.000793487 5.5308e-05
94.1 0.899227 0.00101616 3.67118 0.0107204 0.0192798 0.000785676 5.543e-05
94.2 0.899813 0.00101616 3.67118 0.0107444 0.0250071 0.000822631 5.6834e-05
94.3 0.900527 0.00101616 3.67118 0.0114175 0.0220086 0.000823429 5.7687e-05
94.4 0.901233 0.00101616 3.67118 0.0116122 0.0272861 0.000805718 5.6588e-05
94.5 0.90204 0.00101616 3.67118 0.0113677 0.0250293 0.000806906 5.6558e-05
94.6 0.902807 0.00101616 3.67118 0.0114369 0.0239066 0.000809363 5.6703e-05
94.7 0.90364 0.00101616 3.67118 0.010935 0.0286738 0.000834256 5.7439e-05
94.8 0.90436 0.00101616 3.67118 0.0111103 0.0239354 0.000832846 5.3444e-05
94.9 0.90526 0.00101616 3.67118 0.0107201 0.0250766 0.000926922 5.7697e-05
95 0.906127 0.00101616 3.67118 0.011308 0.0233747 0.000779492 5.4088e-05
95.1 0.90712 0.00101616 3.67118 0.0108501 0.0249829 0.000845419 5.7963e-05
95.2 0.908133 0.00101616 3.67118 0.0111588 0.0252648 0.00079923 5.5716e-05
95.3 0.909107 0.00101616 3.67118 0.0109128 0.0248764 0.000830334 5.7694e-05
95.4 0.91004 0.00101616 3.67118 0.0109461 0.0274756 0.000828804 5.9043e-05
95.5 0.91088 0.00101616 3.67118 0.0109931 0.0246881 0.000822049 5.8544e-05
95.6 0.911993 0.00101616 3.67118 0.0112302 0.0256204 0.000805701 5.5545e-05
95.7 0.91296 0.00101616 3.67118 0.0109737 0.0260643 0.000786598 5.6167e-05
95.8 0.914007 0.00101616 3.67118 0.0108965 0.0261944 0.000828577 5.8788e-05
95.9 0.915033 0.00101616 3.67118 0.0108387 0.0243519 0.000838317 5.7919e-05
96 0.91596 0.00101616 3.67118 0.0108248 0.0233846 0.000857423 5.6896e-05
96.1 0.917027 0.00101616 3.67118 0.0108629 0.0246261 0.000826647 5.8853e-05
96.2 0.918093 0.00101616 3.67118 0.0109004 0.0251679 0.000844276 6.0411e-05
96.3 0.91922 0.00101616 3.67118 0.0109225 0.0214101 0.000809029 5.8098e-05
96.4 0.920287 0.00101616 3.67118 0.0107954 0.0241685 0.000856339 5.7457e-05
96.5 0.921353 0.00101616 3.67118 0.0107598 0.0241989 0.000809396 5.9758e-05
96.6 0.92234 0.00101616 3.67118 0.0107894 0.0242428 0.00083878 5.8399e-05
96.7 0.92332 0.00101616 3.67118 0.0107428 0.024134 0.000822836 5.7209e-05
96.8 0.924333 0.00101616 3.67118 0.0107208 0.023458 0.000831276 5.7264e-05
96.9 0.925373 0.00101616 3.67118 0.0106866 0.0236291 0.000797789 5.6706e-05
97 0.926433 0.00101616 3.67118 0.0106766 0.0229861 0.000818342 5.809e-05
97.1 0.927427 0.00101616 3.67118 0.0107304 0.0245106 0.000841964 5.714e-05
97.2 0.92836 0.00101616 3.67118 0.0109865 0.024497 0.000791285 8.8012e-05
97.3 0.929333 0.00101616 3.67118 0.011016 0.0258216 0.000807105 5.8248e-05
97.4 0.930347 0.00101616 3.67118 0.0110859 0.0254907 0.00081206 5.7297e-05
97.5 0.931247 0.00101616 3.67118 0.0103654 0.0255657 0.00079576 5.5873e-05
97.6 0.932147 0.00101616 3.67118 0.0106702 0.0238977 0.000848293 5.7963e-05
97.7 0.933113 0.00101616 3.67118 0.0106376 0.0238559 0.00087463 5.6387e-05
97.8 0.93404 0.00101616 3.67118 0.0107784 0.0240251 0.00079669 5.8871e-05
97.9 0.935013 0.00101616 3.67118 0.0107107 0.0262461 0.000820672 5.9645e-05
98 0.935833 0.00101616 3.67118 0.0108114 0.0257755 0.000817898 5.9872e-05
98.1 0.936713 0.00101616 3.67118 0.0106263 0.0253797 0.00079556 6.0259e-05
98.2 0.937447 0.00101616 3.67118 0.010568 0.0245938 0.000823402 6.7669e-05
98.3 0.938387 0.00101616 3.67118 0.0106136 0.0256524 0.000843592 5.8784e-05
98.4 0.939227 0.00101616 3.67118 0.0107804 0.0247789 0.000838539 5.7969e-05
98.5 0.940207 0.00101616 3.67118 0.0106194 0.0257855 0.000804292 5.7616e-05
98.6 0.9411 0.00101616 3.67118 0.010696 0.0248511 0.000829778 5.6154e-05
98.7 0.942167 0.00101616 3.67118 0.010707 0.0262608 0.000822442 5.8147e-05
98.8 0.943167 0.00101616 3.67118 0.0106867 0.0248422 0.000814916 5.7487e-05
98.9 0.94418 0.00101616 3.67118 0.0105667 0.0250821 0.000882838 6.2245e-05
99 0.945293 0.00101616 3.67118 0.0105639 0.024088 0.000830529 5.6901e-05
99.1 0.946547 0.00101616 3.67118 0.0105731 0.0238325 0.000844512 5.8624e-05
99.2 0.947707 0.00101616 3.67118 0.0105907 0.0233903 0.000811887 5.878e-05
99.3 0.949067 0.00101616 3.67118 0.0104601 0.0220282 0.00084447 5.822e-05
99.4 0.95054 0.00101616 3.67118 0.0107642 0.0221612 0.000855214 5.8143e-05
99.5 0.952267 0.00101616 3.67118 0.0105178 0.0215156 0.000885115 5.795e-05
99.6 0.95424 0.00101616 3.67118 0.0105685 0.0210097 0.000879832 6.0307e-05
99.7 0.956513 0.00101616 3.67118 0.0104759 0.0210493 0.00081809 5.856e-05
99.8 0.959087 0.00101616 3.67118 0.0107569 0.0200462 0.000845682 5.7797e-05
99.9 0.9628 0.00101616 3.67118 0.0103954 0.0194869 0.000838197 6.1497e-05
100 0.971927 0.00101616 3.67118 0.0104426 0.0187391 0.000846224 5.8443e-05
